text,category
"Union Minister Dr. Mansukh Mandaviya Launches Issuance of Sports Certificates via DigiLocker - PIB <a href=""https://news.google.com/rss/articles/CBMiaEFVX3lxTE81SWtaOFY0S1VIMEIwQXRWQnpfZk44Wk0zWXZvNDhCRnQxVUg1WkNBeDVZNGpyRlZyamRGOXVqMXFBNUZ1NVZYOElQUzBNdWczNmt6Yk1DRno1Mkl2TmRWNklpbDVDLXFj?oc=5"" target=""_blank"">Union Minister Dr. Mansukh Mandaviya Launches Issuance of Sports Certificates via DigiLocker</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PIB</font>",Sports
"'Sanjiv Goenka never said anything wrong, KL Rahul was ... ': Ex-LSG star drops bombshell - Times of India <a href=""https://news.google.com/rss/articles/CBMigwJBVV95cUxQdjZwMk5UQmZfMm5fdWZQa25laEQxa1k5VnQ3VFVwb1Y2QjdLSEMya2tiVWR4dGxxWUhJOV9yOTVoRVJteDFTQ1E5d3RCeWs0emR5NlVZVXcyYVhxYmtmOVJXRUwtQm02emxMRU16MFBrV2N3Y1ViWGU0S3BNVWdrOFBGbWFzV3E3NWw4NDlKSXJMZGxzaEY2ZzJYM05yYnFCZkZlOFpNODBEcGlqRGZ5MzNPV3hqOHZJSXpTaGtfa050YU9DdHIxRnl0bVJETWxaV0J4cTA1bFJkQ21aYU1lWDRudW9BNWxWbG1DRXRzREtzd3hNcE9ZOUtUbWhNTnl0ZmNF0gGIAkFVX3lxTE1seWhnOXdOQzJ1UjJ4X2pKXzg4UnBTMjBabF9LRXJhcUl3Z0dQTXUyMVZaMXJMQkttSndHWUlGSmZPWlJFTnBEZkgtNlZyZVc2Xy1PMHVNTFNBMjRndHAyUE1qeWFaQ0NyVlN6SGh1MFdNTHVpMDkzTUJCOUltUzRHVks1TFZ5U0RoMjM2Wi1pRmhhQ19pVGhpN2l6LXVLZ3lCU1dJWVdpOU1JZGhmNkdsZVJOcEtuWjRWRER6VFZHc1l3V2VqWjk1dVh4OVhjZTdwTFVSYnRnZW81YzFPTWZLd2w5c3dxb1dRd3RFbU9GNnQtYWVNc2UyajRkMm94MVNCV3liajVDVQ?oc=5"" target=""_blank"">'Sanjiv Goenka never said anything wrong, KL Rahul was ... ': Ex-LSG star drops bombshell</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font>",Sports
"Tennis world number one Jannik Sinner launches foundation to support children: ""Sports have taught me invaluable lessons"" - Olympics.com <a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxOb29sUk1pUmUyQndSaHI2M3JmZGZRNHhQZFNaYkJ6MlNQaTl2Q3hONnhYZ1NGSTRxTnN3UURNbGhtdGZlcl96Tjh0ekV6eGxjXzdDVnhIZVRkWmJCejhmS1dCcUxUS0ZjQ0VUdlZ2VTVud3c1WjhVR0toZ3lpUUc3SG5BbmhMSndk?oc=5"" target=""_blank"">Tennis world number one Jannik Sinner launches foundation to support children: ""Sports have taught me invaluable lessons""</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics.com</font>",Sports
"Delhi Sparks National Hope For Pickleball: Industry Experts Make Bold Projection On India's Next Sporting Revo - Times Now <a href=""https://news.google.com/rss/articles/CBMi2gFBVV95cUxOMnNpaFNhdjFUazlKeUZpelYxNUZocExDdmNiOTdqVEs0Q005VkFPWFRWUUlna09jZDhVQ0ZOako3aVJObGktVEZpVUVQMlg1dzhxVldna0JhRENUdnQtd3R6R3J6dU14cFp2Zk1FeFhkZkRRUEh1ckRnS1pqMGtvYzVoc3pWS2s1R2M2YVlvNFVTNFRjNlAwNUZxeEV6enpYcXpvSnF5clhZR1JhcnlMYVZXUGItQVItYUFHeTZtRGVBN21jWWFUZThZVWJkclNTX0FtUm85QmI0d9IB3wFBVV95cUxQQWY0a0g5dTZVXzQzaV9FUzYzbUZaWFRiYkFSbDk5cGUyUU5rU0VUcnZGc1lwRWpRRnJCcERaUkxZVURkME9Cblgwck16MVdLd0ZtckRPbE80cjRZNmI2dUdkZU55TVJ2a1N2WVN3SnA3Y3pCcXByZUdaS1ZIUElvSlZjcUcxWkFabTBTS20tUlV2RmpFVzVPN2FwV083TUoxX2JjRTY5REhpYmc5QzRvajNXcTdac1lkajlOODZBaVJWZW5xZDRINkZabFVyUlJnMjFGLVp0SnpvRDRFbWY0?oc=5"" target=""_blank"">Delhi Sparks National Hope For Pickleball: Industry Experts Make Bold Projection On India's Next Sporting Revo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times Now</font>",Sports
"Basketball | Definition, History, Rules, Court, Players, & Facts - Britannica <a href=""https://news.google.com/rss/articles/CBMiV0FVX3lxTE9xQllMUmJncHBtVWxsVk1DVW42QS1JRnAwdWM1eXNNOEotYURvdFNTOF9QM3MtaG9TckxodFo2QUd2bktlYS1mdXJSUFhLUS1QNzRsWHl2Zw?oc=5"" target=""_blank"">Basketball | Definition, History, Rules, Court, Players, & Facts</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Britannica</font>",Sports
"Cloud transforming the sports industry & Sports Ecosystem Marketplace Learn, Play & Shop - ANI News <a href=""https://news.google.com/rss/articles/CBMi2gFBVV95cUxNdURQdElpNmpqVG9WVmRpTHBLaEF2bHU2TFdaS3AxVkxiQ1JwRGlPS1hqdGkxUDZqOVBId0NwVUQxU1NIT0FHazZ0eFlsMTJmSDBhSmU3MEQwcTVjWF92bjF1Z2h0YkRuWENveldlZUdCSWRzQkdRSDhKMTVCLUdzSG1XNld2TWN3QXlKUTdUUWp0dFh0d09KYWxaZzhsYVEtZGtMclFYaF90ODZoSmR1RWp4cmR6OTdSWUo1anF4eXROY3RpRW9reEllOFFJVnRNeVV0TlVmQV9Zdw?oc=5"" target=""_blank"">Cloud transforming the sports industry & Sports Ecosystem Marketplace Learn, Play & Shop</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ANI News</font>",Sports
"Assam prodigy Sprihaa Hrishi Kashyap clinches gold at 2nd Asian Yogasana Sports C’ship - nenews.in <a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxOY25BbkJ0TmxHeXE1eDA1SkxqcHpOUWZJNGtJblNJVmVCb1BSMTNUN2hOUzVTV01HZUJHcHNuZl9KTGI4VWRzeEFYNnRNX19lTjQ3VXFGTzVKRFotX0NBZHRlR050SGVHZXcxRnIwSC1CekZpcktHMEVULXBUNTRoMjhQMWZmdnZPRFBxdmI4QkduU2Z6cVJtcVctVzJ5NUhvQzRqMHRrSGowRU9ESXBuNzNyOWdOMjg?oc=5"" target=""_blank"">Assam prodigy Sprihaa Hrishi Kashyap clinches gold at 2nd Asian Yogasana Sports C’ship</a>&nbsp;&nbsp;<font color=""#6f6f6f"">nenews.in</font>",Sports
"Odysse Electric Unveils India’s Most Affordable E-Sports Bike, Evoqis Lite - EV Mechanica <a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxQV1k1eWpLVWFKMFM5bU9HWEdMOGNSUFpQZVp5UkxPOXFHM2FxSWpTdU9GaTEwY0w5cDlCUno4ZzRkZjdjV2t0N3JnU2V3SmxPLXRVZEJTb2RxdGduLU1jMWhvZEZidnJnbXNSajZSRlBrYVdHMjRBMHczWHF6ckNFT1dOMUNIbUQwWWl0Qmtfdk9UM1hZak9wWjlqbTkzdU9CQ1I4?oc=5"" target=""_blank"">Odysse Electric Unveils India’s Most Affordable E-Sports Bike, Evoqis Lite</a>&nbsp;&nbsp;<font color=""#6f6f6f"">EV Mechanica</font>",Sports
"Sports quiz of the week: Jamie Vardy, Faith Kipyegon and Ben Youngs - The Guardian <a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxNa3h0S25mZmVnM1hubUdzbzZ0dmV4TndsQW5mYzdmMTRKQTdBMnVXMGtQZ3ZfT0F1OGc3Zm5tZk4xYXg4V0hRUFUwMVQ1RllfLUFIVk5jWEZHaGFQeFdGTVk0WlA2TG9VM0JxV1FhX1JGMGJ2T0ItTG9uaTJ6b1VWUllTUVVEcmV6aF9qYXBWSWl6bkFjSUZYWW5zczMySHhOOUk3bUJFZE1IVFhQWEtlTzVwVE9TTnQyUXc?oc=5"" target=""_blank"">Sports quiz of the week: Jamie Vardy, Faith Kipyegon and Ben Youngs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Guardian</font>",Sports
"Churchill Brothers withdraw from Super Cup: Indian Sports, April 13 - ESPN India <a href=""https://news.google.com/rss/articles/CBMisgFBVV95cUxNWUY2Q3lqNGRmM3N5WVJQMXRZRmJBaXB2RGE5TUVnUkszWVotdnBKU2pIS3owZFFudUNzR0piV2JDLVNPZHdTR010SVJxRHlPMW5GVVRWZjFJNlRxcjFfWmdSNW9yYXh2VzBTUjE2UjBwZXlia0E5bzB3VmN0UlY4a2NIU0pmbHlhMzBMcnZTUWgwNWdnOUcwYnNoZ19qY0FYc1UzMWYtZi11bnN5NGtINnRn?oc=5"" target=""_blank"">Churchill Brothers withdraw from Super Cup: Indian Sports, April 13</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ESPN India</font>",Sports
"Sports Summit Opening Remarks and Keynote: PEAK HUMAN: Unleashing the Champion Within - NAB Show <a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxQN2lPbEFDOF9lc3ROQ1pPNWNrSEFWTjZFSVVWWFNQLUh1OFFhamwzZzNCeHEyMzB6VGZqOXN1NEdVdDRxZzZHNmhXeTJROHQ3TS14NUd6VGpGYnh5SWlYS2taVEYwY190ckI2SklmTTN3cXJaZk52Ull5TWZndm91ejc1YzRCZDRvNG9nNjdQYUR3aWp1dkt2ZFpfMWpaYWpZNy1mWkhONGJ5MF92TTlzdzFTTDFycVk?oc=5"" target=""_blank"">Sports Summit Opening Remarks and Keynote: PEAK HUMAN: Unleashing the Champion Within</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NAB Show</font>",Sports
"India Clinches Record 83 Gold Medals at 2nd Asian Yogasana Sport Championship - Times Now <a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxPNWVlTWVmTllpUG80NjlrdXBzcjBZU1RZa0d1VXVBek9SRTk5OTYyMVB3NFhtVWFHTXp2QkF0NlNZR2JwZUluS0dzOU5HdXp4aUY5N2hiUml5bjhaMkJPT0p1WUJpYUJna3d1N2hOX3lvYW9KWXdQSURjd0hObEViY3hLcVh3SHY0THBjdTlIR2JmQUFWbVNmUXdab0loemhCVHdYbUVVZDdpb2cxaHBkOWRmbHJpZHdGQ3ZGaGFOMEMtb2k0Y2hXZGRoVQ?oc=5"" target=""_blank"">India Clinches Record 83 Gold Medals at 2nd Asian Yogasana Sport Championship</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times Now</font>",Sports
"Michael Strahan stands by FOX Sports’ Jay Glazer through a heartbreaking time days after announcing his n - Times of India <a href=""https://news.google.com/rss/articles/CBMinAJBVV95cUxQd0M2dDhlREJLMHM0VHd4RkxXNExHUnhfX2prUFowYU1aendta3FZVGZzQ2tZM1VNWmR2QjJZUDBFdmNQRU1UeGx2dWpKTVpSRlB3N0ZleWlYcm1Ed25tUnhGU1YyQ3dlLTktcmNZLVQ0V3E3YWs4WlZYb0JkWGJuVGhlRkJLVVVWZTROeFdCeXVFQWpwVl9jQnpCenp0UE54M1FSZUcwLWVIT1IxbllPSEJsQzdHMDVwcVVRSFM2SEluemJEaHZaQjNJV1AxZHJKd3pyYTcxTksxcXQ1NGVNWEdNbUowT05ya01lYlR1NWIxdldkTDFFSmJGdlBLSmFFV2lhMXlFWWFBYkJBdnVKZjlLa01hLUVYbEpOT9IBogJBVV95cUxQSDhtdXZyWUthaUpKZlRYR2E3UE9rWU8tRUt5bEEtcms4SmZBVktDRGtSVWdfajV6OFBPMGNhbjBUczBBZVNsWW9zM0J1LWx0UjhHSi03alVXNks3V01odmdoZjYyVzBhdEg0cXlLM0hETHl0LVdSWDRCM0U0UFlmZmpCX240NUpvMlFDamJjVWsyaDVYWUZnMmg0c1dOM2VHS2huc2NnUkl4T0dzbl8tM2xxSk9wUHRhMFBmdmN0bzNFOVpfYmx2MmRnb05GMXRjRGF5amxhMy1VaWdORlViRlREQ2ZTYnJXd2tpbVRsdGdzM3hJbzc1T21OSHhRTjVJeFpiVXN0dmxsQzBQYVF1OVAzSFlxeE1vWllMRUxJWjZtQQ?oc=5"" target=""_blank"">Michael Strahan stands by FOX Sports’ Jay Glazer through a heartbreaking time days after announcing his n</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font>",Sports
"India wins 2nd Asian Yogasana Sport Championship with record 83 Gold Medals! - Awaz The Voice <a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxOd1NFemd5MHE4Vy1rNmEyX2pPX3c3eEhaaHZsRjRRQVl3SUQ3N3ZRUFRJbEU5elB1bW10bmpqOEJEU0s3LThoTDRQMl9saHBJTHA3ZDF4bkwySHdxbmhlVTZpM0t5aWFYUC0zdTZUWTZES2pfUjFkVVc0WlRlMEgybTJnMUJmZkNOZ3RVaUpRemd2RS1CX0ZRMzlqRno5VnBnR0xQN1JxOGh4ellXTFVFY2JlQnBXZlBVcmNUYXRnRQ?oc=5"" target=""_blank"">India wins 2nd Asian Yogasana Sport Championship with record 83 Gold Medals!</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Awaz The Voice</font>",Sports
"Indian Sports Betting Dominated by Men between 18-34 Age Group; 67% of Bettors Fully Employed - topnews.in <a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxPSC1fVzIxa3NWWlJEREZDRnMyem1ZdGtkTFFFaloydkt5dE9UYWV1TmxFeDFRZnRaQ1o4R09MdFg0eloyVzgtbnFTU3NYZzBwZ2EyUjZNYjFaTGFnMUN3aUZrbEJURkpValB2amFxMGM3VVV2bGduUGs0dXg1aHd0ejVWdEpaX083Wl9kMTJVOFVzb2FWcU84bUpLdnNvX1NiUUZLQzUzTWxVQzZhUnA2Rg?oc=5"" target=""_blank"">Indian Sports Betting Dominated by Men between 18-34 Age Group; 67% of Bettors Fully Employed</a>&nbsp;&nbsp;<font color=""#6f6f6f"">topnews.in</font>",Sports
"Connections: Sports Edition hints for April 28, 2025, puzzle No. 217 - The New York Times <a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxPYVpQOHE2UUpkZUE3TmxIZ0UxSzZwZkRaTjhzNHhFVFcwWGFsUlAzLXV2aHJVUVN2WFNBZGdvbHBPaDR6RWc4ZDZCdU9CYURCM0hzWUsya0JCdmZBNW8zcXpFQnF4d0I4b1RFTHBZT0FzYzF6WWt6bnlrWnlsdEFlSGRHQ3FQQmlvSUFiczdWcXVIRG1OelpvcHE5ektEZ0tPUzIxeDNn?oc=5"" target=""_blank"">Connections: Sports Edition hints for April 28, 2025, puzzle No. 217</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",Sports
"Sportradar Expands Alpha Odds to Cricket, Transforming Sports Betting Analytics - topnews.in <a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxPMTVnSEtLeXJ4YTlGaWVIMWJhaVIySWV1QU1ibFFjNHV6aDlVMDJRajlVTXQ0NHkwaENibjllLTJST3dld0tzMWwxaVdLaEtjQ3JWSkdid2x1ZENfY0l0bWhlR3BDWDhaUUdxUVlHVDVzTVFyX0pNeG5YUFoydG9hZHBkNlhDQVhFMWU3ZUlYTmNUXzlxNHIwRXFkNEhqN2VHTnZabg?oc=5"" target=""_blank"">Sportradar Expands Alpha Odds to Cricket, Transforming Sports Betting Analytics</a>&nbsp;&nbsp;<font color=""#6f6f6f"">topnews.in</font>",Sports
"'This is my ground': Virat Kohli recreates Kantara scene to tease KL Rahul after RCB's triumph in Delhi - Times of India <a href=""https://news.google.com/rss/articles/CBMinAJBVV95cUxPb0o1RGpkcG90OGFLeTJJMlJNbEt1LUwzNEN1eTAtQkZTNnZTanJ0bWlhRndxenNDbkM5d0UzMEdPbktOeTVZM1FjOG5iX3VYd0NQYlRwR1g3bVhVZ0lzeVdQck9uclVRclpFMW91Mk43YnpsdHRqaWYxRzFKTzB5MDQ3SnZmbUNMM0kteTczWnFncVdsWFJYWndsdG1DcjhxclhDRWVBOTV5bzdUeVVKczdMem11R1lDM2hFb29BUU9fcXdSY2dYYm55SHREMFhPTEpJcC1HUFB6bXI0cGpqcDdSaWg3R2Fyc09LdmhpZzI4Slc2Z2hwNG1wSzhHLUpRTXhRb0FRalBQOGRWQ2Zfd3UwcE1jNU1sNnJwM9IBogJBVV95cUxNR0tocG1CTWJNUHVmblhPb2R0LUo0STJzT2JiZllNLUZCUDNiQ05KTXpPNlItclFpQlFndWU1bTNtY1pYcHNURjYxRGJwUlA4MGxaem1wMktabGVKbW9DQVdieEgtd3ZzeHVYanRPdlYwZW9McFg1cGNCZzJLdFQ4MjV2WnFSN05iQ21vZ2s1ai1uUnpobjlvUTdUTDlBeUQxTWp1bFNMRGVBelVFc2p2eVdsWGE1MERTNHN3dUdrVkY4M21MS2plbldpX0tGUjFMVWdIUGN5V1o3el9RSkhfLXRTTXd4LUlfaXVYbENSbThvYXlacFFpdGMzN0FFN2FCVTZfcDA0Qm9LdTVMMTlPWVZPRF83Sy1jRUJsdGtQV2JoQQ?oc=5"" target=""_blank"">'This is my ground': Virat Kohli recreates Kantara scene to tease KL Rahul after RCB's triumph in Delhi</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Times of India</font>",Sports
"Football gossip, paper talk and transfer rumours: Man City targeting move for Juventus full-back Andrea Cambiaso - Sky Sports <a href=""https://news.google.com/rss/articles/CBMijAJBVV95cUxNVXBQZkNEUU90OEdGeFFIZGpiN1l6b0h0Qkc5RkxUNnMxWm8wWGk3LWJqM2dDbS04OXJuLWFkSUVKZ0R2M1BlaTBSU2FRS1h6Y1ZrNTV2QUg2cDM4RUVQcXBxd3JrVmUxQlVzMEpnZUc4RUtRdUNMOFVUTG1RTjRXQVpIYnJuRnprSEVrZVFJRTI4Tm1WRjdUdWtNZzFtTjhCRmRsWEV1NkFTX1hpdXYzZFVrcW5sbE9KODRqYlNCREdMLVRZX1NPSW9aVFRpc21wT1NqbTE0X0p5cmZRemZhZG92d2ZBOER6S2dyRnhtTTZOZHAxalowLVRqZl9JU0UyVk9Nbzk3UlJ1MExj?oc=5"" target=""_blank"">Football gossip, paper talk and transfer rumours: Man City targeting move for Juventus full-back Andrea Cambiaso</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sky Sports</font>",Sports
"India’s Cheapest Electric Sports Bike Just Launched! Here’s What You Need to Know About the Evoqis Lite! - LKO Uniexam.in <a href=""https://news.google.com/rss/articles/CBMiSkFVX3lxTE54ejktOXhMMWRTdHFXNTRKU3hvUzVhZG5nTlozclE3V2hTd3ViamYwTlZPTzYzelhZZ3k5ZWJMRncza2RhcmhIQ1hn?oc=5"" target=""_blank"">India’s Cheapest Electric Sports Bike Just Launched! Here’s What You Need to Know About the Evoqis Lite!</a>&nbsp;&nbsp;<font color=""#6f6f6f"">LKO Uniexam.in</font>",Sports
"Connections: Sports Edition hints for April 27, 2025, puzzle No. 216 - The New York Times <a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxNUGxteXFDWGNYRDdIaldDcEdldEJ4RWJud25seGszcUlVSlcwYlE3MzRzX0hZZVdyekNTb2l2U0RlSnNsbTFVcmdnYVVfbUZXbzBkdThNZ0p0ekxTczBiLXRyakpOU2sxVnZpSm1mZkYzUWxUU3M0TXNlMC1qeWRQUEYtN0ZXZExWMElHRTVQQnZ4SUxKTHR3TVBMay0wOGt5VjZKUjN3?oc=5"" target=""_blank"">Connections: Sports Edition hints for April 27, 2025, puzzle No. 216</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",Sports
"GameChanger Debuts First National Brand Campaign, Celebrating the Heart of Youth Sports - PR Newswire <a href=""https://news.google.com/rss/articles/CBMi2gFBVV95cUxObkNDeUtXZWpqcC1qck8zaGpCYUxxOGVYSGJVUHVrQkJMMFgtWm1nbzgyaEs3T3FzVzlUSEI1MTNKTDhmbDNRRFVPemRfUnlycGR0UE9DbEd1Q3hidk45Ymx5NjhFSWg4STBsZlVvOXlqX1RESHFwTTNnZE9QMzdfY05lUHBhNXpXWEw2alV5bXdzZEhBOVlDTzlfd2F1YTNkb2Z2MkdHZGZkUmpydHdpTDhtSi1iQnNENkZmTVNZMm8xcXBiYlcwUjFWM1BFTXpZWjZsZ0xIMWRDdw?oc=5"" target=""_blank"">GameChanger Debuts First National Brand Campaign, Celebrating the Heart of Youth Sports</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PR Newswire</font>",Sports
"Football gossip, paper talk and transfer rumours: Andre Onana keen to leave Man Utd for Saudi club Neom SC - Sky Sports <a href=""https://news.google.com/rss/articles/CBMihAJBVV95cUxOS1c5N3BibTVSYUpPTjZ4dDdYWEQ0SXRPcHNvQjBnRVkyVDB4UHBDQWZLRmFQN09LLURYWDBTekcweEpfR1gtQnliT0lKVXlsTHNEa2djWVlvQXJsWDQ0RmY4MElNbDh4VzBhc1FOaTEtRmhjYnhMRXpGQ2tYOXNTcFdTQXgyT2xBajRFX0hNclByRzExZmx0T1BMY1otVjdnajc0dDcwR04zNW1Rel9rVG1kX1Voc1ViWXViLXhMRl9COGdJRmt5c2hhdWdBRWVtZGtCQXV0NUd3Ynk3b0JsbThEaDFEWDBXVVM3RTkzZ2JBemtBWk84c1N6YmIxdTRRb3RDTg?oc=5"" target=""_blank"">Football gossip, paper talk and transfer rumours: Andre Onana keen to leave Man Utd for Saudi club Neom SC</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sky Sports</font>",Sports
"Yahoo Sports AM: Anthony Edwards, giant slayer - Yahoo Sports <a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxQMFpibjhCa2RrS2V1X19RRDFZQ3dtR1dqM0Zmb1BKLVNfSjFpSDZsVVFJVXlWLS03b2VrTFJiV0xjeXdTOWRsREZ3WDZCNF9INUI2TWc5SF9hSXcxNzUxZnQ2RVNlN1FtcHZfaVBOam01MVhsQWxhQ3BBcTltWlhQRXlEVXB6VFM2SzFLRDN5VW9VUHFrUU5OVllXZnQ?oc=5"" target=""_blank"">Yahoo Sports AM: Anthony Edwards, giant slayer</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Sports</font>",Sports
"Laureus World Sports Awards 2025: Duplantis, Biles, Andrade among big winners while Kelly Slater, Rafael Nadal receive special recognition - Olympics.com <a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxQX3BrXzRwNXBmYnFVNklqdHNVX1liWDlBSDk0b2hoQ2FEbi13QVljVTNIbWtFUEhPRXlMS0ZFZnhZTlB2OXJUVWJBMldLcTF6cEdJbjUwTVBqbHJIVzVVc2R1NWdCS002VkxMOVFiWGdBRVFnbVdLUUp3b2p0T0VNSEdZUUdEVTBHTW44a092enRWaHg5ZmVGWC1ORVJMMFhFT0NUREFuazNNQmxZNFhvXzlQNVYtUQ?oc=5"" target=""_blank"">Laureus World Sports Awards 2025: Duplantis, Biles, Andrade among big winners while Kelly Slater, Rafael Nadal receive special recognition</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics.com</font>",Sports
"Delhi Capitals vs Royal Challengers Bengaluru Highlights, IPL 2025: Krunal Pandya, Virat Kohli Excel As RCB Clinch IPL Top Spot With Big Win Against DC - NDTV Sports <a href=""https://news.google.com/rss/articles/CBMi_wFBVV95cUxPYVFhampmUzFhZEozMS1VVTNPcXVsMlpmMzlvQlNRNVpvZ3N1d3ljU1VLVHB0dVZEeUwyQlRlWlZaWGpxT1VDLVZSemVfM3JkcWhMbDJoV3dvMUkxVHpxcXMwNzIwcjlweDlWTVJDVUw4Z055MDNEb0txclJnSDZLRXlzSzJ1ZnhLelBDNGVPOVpZOVp3eGVyNVRMLTliQno4bTNILS11blBkRGdDQ2s4d1R4RFc2QnQwdWRVeFczWmpIaDFBUVpnUkZlNFlxQ3FocWloalQ3UzVUZUxTSktWMkZPY3pQakVBZmJ5VzkzQ2ZQMlMwRzVVcC1WNUlTTmfSAYcCQVVfeXFMTktPMnpBQ2RZUS1NOXZILTJ1d0FPV3J4Y0NuX3FMS1BZSlpqZ1hqX0FWYVpkVFNKMzFKR2p2WjdNR0dRVUF4ZmJXQnlzbmVMQ3ZibWlCemxSSUhWZHZqVlFIUmpndERUM3BqZkc1R1k1YS1mdXgtWGJQZ3J0WFBCQTFDLU9nZWFwNUpSVWJHZ1hxWWxrYVVCQ0lpYUNXMWluMUlDemRBUzdyVFhvczlULUtSUXNhemhXc3ZacHMtWW5XS00yUUtjV0VsY09iTlkwdmp3SHIwclk2dUtmN2NNVWNMdFNSRHNTVEwwUzFpcHJJSDR2NVQ4NjJPZmxjUXhvZjlxTW5EOHc?oc=5"" target=""_blank"">Delhi Capitals vs Royal Challengers Bengaluru Highlights, IPL 2025: Krunal Pandya, Virat Kohli Excel As RCB Clinch IPL Top Spot With Big Win Against DC</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NDTV Sports</font>",Sports
"Sports - Olympics.com <a href=""https://news.google.com/rss/articles/CBMiS0FVX3lxTE1hNGVKT1M2bEVmazlBdVhnWXNyalJsZlFZRy1lMDhWZjR5MXNOWGtTWnFFb1JoTHZ2U0ZObzJDSkZDZEttSzE2NTNqRQ?oc=5"" target=""_blank"">Sports</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Olympics.com</font>",Sports
"Sports betting roundup: NBA and NHL playoffs near the end of the first round - AP News <a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTE5iUkMwNmp3cHpXQWt2aFQtZ0hfNW41MTQxLVdQcHRoVkJVbFJCVXd2S1B0ejZXR0lXMWxsNGFYVkI2bnhlY2FBd2hhc09CSFNSQlZtSHZSNEpUOEtWbVBjZmQxUll4N3dzTmVSbjdqb1JCSUFXR3RTTU1QdlQ3OWM?oc=5"" target=""_blank"">Sports betting roundup: NBA and NHL playoffs near the end of the first round</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AP News</font>",Sports
"TwelveLabs and Dyn Media – Revolutionizing Sports Content Creation - NAB Show <a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTE4zZkkxSTlYSkIxcXVybzA0Zk1NZGthRFJ3S1lPVVdQSy1tSEJHLXRuQjZIN2xNZzBGci1xRlVMOHVzR2gtMmlhNVZhZC16dk5yaXBrSnZVb1FsbVNrdjJqWmIwVHVMdnlGNjg2WU1aVXY0Y29lTEZMWmN6QVI?oc=5"" target=""_blank"">TwelveLabs and Dyn Media – Revolutionizing Sports Content Creation</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NAB Show</font>",Sports
